  1 102  95   3   4  15   6   5   5   4   4                          98        F
  2 101  95   3   5   6   2   8   8   3   4                          98        F
  3 101  95   1   0   7   9   7   6   3   2                          98        F
  4  91  95   1   0   0   1  14   9   3   3                          98        F
  5  89  95   2   0   0   4   4   6   4   3                          98        F
  6  87  95  13  16   5   2  14  31  16  18                          98        F
  7  85  95  36  67  35  52  14   9   4   4                          98        F
  8  82  95   1   3   4   9   8  10  12  13                          98        F
  9  82  94   8   4  12  14  13  18   4   4                          98        F
 10  81  95   3   7   6   7  16  10   8   3                          98        F
 11  85  95   6   6  11   6  12   8   4   2                          98        F
 12  96  95   3   4   6   6   4   3   7   2                          98        F
 13  90  95   2   1   3   3   7   6   7   2                          98        F
 14  94  95   6   2   2  11   3   4   2   2                          98        F
 15  98  95   1   0   3   7   3   4   5   3                          98        F
 16  98  96   5   3   1   4   7  17  14  12                          98        F
 17  96  96   5   4   6   3   4  10   7   8                          98        F
 18  95  96   3   5  16  11  21   7   6   3                          98        F
 19  94  96   2   1   3   5   7   5   7   3                          98        F
 20  91  96   4  18   3   4   9  21  17  19                          98        F
 21  91  96  15  10  24   5   4   4   5   3                          98        F
 22  93  96   3   1   1   1   4   8   8   9                          98        F
 23  97  96   2   2   4   6   7   4   4   3                          98        F
 24  98  97   0   4   7   5   4   7   6   8                          98        F
 25 108  97   4  23   3   2   8  15  15   4                          98        F
 26 100  97   2   0   3   4   5   7   7   3                          98        F
 27 101  97   4   4  12  11   9   7   7   4                          98        F
 28  97  97   1   0   2   0   1   7   6   4                          98        F
 29  94  97   5   8   6   4  12  11   6  16                          98        F
 30  91  97  15  37  27  22  26  15   7   6                          98        F
 31  89  97   4   5   5   5   4  15  23  18                          98        F
 32  91  97   5   8  15  25   3   4   6   8                          98        F
 33  89  97   4   2   4   2   3   5   2   3                          98        F
 34  89  96   1   2   1   2   6   7   4   7                          98        F
 35  89  96  13  11  10   7  12   8   5   3                          98        F
 36  86  96   1   4   1   2   5   7   5   5                          98        F
 37  84  96   3   3   2   2   4   7   5   1                          98        F
 38  83  96   1   4   3   1   4   3   4   4                          98        F
 39  84  96   2   2   1   4   7   7  15  22                          98        F
 40  84  96  15  10   4   7  13   7   8   5                          98        F
 41  84  96  13   5  13  14   6   7   4   8                          98        F
 42  86  96  11  11   5   9  19  22  18  14                          98        F
 43  91  96  24   4   6  15   9   6   7   5                          98        F
 44  91  96   7   6  13   6   6   5   7   4                          98        F
 45 105  96   3   1   8   5   3   4   6  11                          98        F
 46 107  96   9   8   2   3   2   2   5   3                          98        F
 47 107  96   2   1   3   2   3   5   3   4                          98        F
 48 105  96   3   2   3   5  23  19  15  52                          98        F
 49 103  96  59  31  30  31  14  23  17   1                          98        F
 50  99  97  13   3   4   9   3   7  12  10                          98        F
 51  96  96  20   3   8   6   3   4   8   8                          98        F
 52  95  96   7   2   2   3   4   6   8   5                          98        F
 53  96  96   4   6   4  11   7  10   6   2                          98        F
 54  99  96   5  10  12   7  14  14  18  12                          98        F
 55  99  96   4   2   3   6   2   5   4   3                          98        F
 56  95  96   1   2   7   4   4   7   7   3                          98        F
 57  93  96   3   0   1   1   4   4   4   5                          98        F
 58  90  96   2   1   9   5   4   7   9   4                          98        F
 59  94  95   6   9   7  11  14  17   8  29                          98        F
 60  98  95  15  14   4   6  15  19  10  16                          98        F
 61  92  95  19  14  25  11  13  10  13  13                          98        F
 62  97  95  12   3   4   2   2   3   5   3                          98        F
 63 102  95   9   6   4   4  14  17   9   9                          98        F
 64  97  95   9   5  19  17   4   4   7  16                          98        F
 65  92  95  16  12   8   5   4  12   6   2                          98        F
 66  92  94   7   7  11   5   4   2   5   6                          98        F
 67  91  94   3   2   0   0   3   5   4   4                          98        F
 68  90  94   2   1   4   5   2   4   5   3                          98        F
