gameweek,team,matches_played,rank,points,goals_for,goals_against,goal_difference,yellow_cards,red_cards,second_yellow_cards,fairplay
7,Real_Betis,7,4,15,10,5,5,16.0,2.0,0.0,22.0
7,Real_Sociedad,7,5,13,12,11,1,17.0,0.0,0.0,17.0
7,Osasuna,7,6,13,8,6,2,23.0,2.0,0.0,29.0
7,Atletico_Madrid,7,7,13,12,6,6,18.0,2.0,1.0,22.0
7,Villarreal,7,8,12,10,2,8,14.0,0.0,0.0,14.0
7,Celta_Vigo,7,9,10,9,13,-4,18.0,1.0,0.0,21.0
7,Rayo_Vallecano,7,10,10,9,9,0,22.0,1.0,1.0,23.0
7,Valencia,7,11,10,12,7,5,17.0,3.0,1.0,24.0
7,Mallorca,7,12,8,6,8,-2,30.0,0.0,0.0,30.0
7,Getafe,7,13,7,8,15,-7,24.0,3.0,2.0,29.0
7,Valladolid,7,14,7,6,13,-7,15.0,1.0,0.0,18.0
7,Girona,7,15,7,10,12,-2,15.0,0.0,0.0,15.0
7,Sevilla,7,16,5,7,13,-6,29.0,2.0,1.0,33.0
7,Espanyol,7,17,5,9,14,-5,12.0,3.0,0.0,21.0
7,Cadiz,7,18,4,1,14,-13,20.0,2.0,1.0,24.0
7,Almeria,7,19,4,4,11,-7,27.0,0.0,0.0,27.0
7,Elche,7,20,1,3,18,-15,26.0,2.0,0.0,32.0
8,Real_Madrid,8,1,22,19,7,12,9.0,0.0,0.0,9.0
8,Barcelona,8,2,22,20,1,19,18.0,1.0,1.0,19.0
8,Athletic_Club,8,3,17,17,5,12,11.0,1.0,0.0,14.0
8,Real_Sociedad,8,4,16,13,11,2,22.0,0.0,0.0,22.0
8,Real_Betis,8,5,16,10,5,5,17.0,3.0,0.0,26.0
8,Atletico_Madrid,8,6,16,14,7,7,21.0,2.0,1.0,25.0
8,Osasuna,8,7,13,9,8,1,26.0,4.0,0.0,38.0
8,Valencia,8,8,13,14,8,6,23.0,4.0,2.0,31.0
8,Villarreal,8,9,12,10,3,7,17.0,0.0,0.0,17.0
8,Celta_Vigo,8,10,10,9,14,-5,22.0,1.0,0.0,25.0
8,Rayo_Vallecano,8,11,10,10,12,-2,24.0,1.0,1.0,25.0
8,Mallorca,8,12,9,7,9,-2,34.0,1.0,0.0,37.0
8,Valladolid,8,13,8,6,13,-7,16.0,1.0,0.0,19.0
8,Getafe,8,14,7,8,16,-8,24.0,3.0,2.0,29.0
8,Almeria,8,15,7,7,12,-5,31.0,1.0,1.0,32.0
8,Girona,8,16,7,11,14,-3,16.0,0.0,0.0,16.0
8,Sevilla,8,17,6,8,14,-6,33.0,2.0,1.0,37.0
8,Espanyol,8,18,6,11,16,-5,16.0,3.0,0.0,25.0
8,Cadiz,8,19,5,3,16,-13,24.0,2.0,1.0,28.0
8,Elche,8,20,2,4,19,-15,30.0,3.0,0.0,39.0
9,Real_Madrid,9,1,25,22,8,14,11.0,0.0,0.0,11.0
9,Barcelona,9,2,22,21,4,17,20.0,1.0,1.0,21.0
9,Real_Sociedad,9,3,19,15,12,3,29.0,0.0,0.0,29.0
9,Real_Betis,9,4,19,13,6,7,18.0,3.0,0.0,27.0
9,Atletico_Madrid,9,5,19,15,7,8,27.0,2.0,1.0,31.0
9,Athletic_Club,9,6,17,17,6,11,11.0,1.0,0.0,14.0
9,Villarreal,9,7,15,12,3,9,19.0,0.0,0.0,19.0
9,Valencia,9,8,14,16,10,6,26.0,4.0,2.0,34.0
9,Osasuna,9,9,13,9,10,-1,32.0,4.0,0.0,44.0
9,Rayo_Vallecano,9,10,11,10,12,-2,26.0,1.0,1.0,27.0
9,Celta_Vigo,9,11,10,10,16,-6,27.0,2.0,0.0,33.0
9,Sevilla,9,12,9,9,14,-5,36.0,2.0,1.0,40.0
9,Espanyol,9,13,9,12,16,-4,17.0,3.0,0.0,26.0
9,Mallorca,9,14,9,7,10,-3,36.0,1.0,0.0,39.0
9,Getafe,9,15,8,8,16,-8,27.0,3.0,2.0,32.0
9,Valladolid,9,16,8,6,14,-8,20.0,1.0,0.0,23.0
9,Girona,9,17,8,12,15,-3,21.0,0.0,0.0,21.0
9,Almeria,9,18,7,8,15,-7,32.0,1.0,1.0,33.0
9,Cadiz,9,19,6,4,17,-13,28.0,2.0,1.0,32.0
9,Elche,9,20,3,6,21,-15,36.0,3.0,0.0,45.0
10,Real_Madrid,10,1,28,25,8,17,12.0,0.0,0.0,12.0
10,Barcelona,10,2,25,24,4,20,20.0,1.0,1.0,21.0
10,Real_Sociedad,10,3,22,16,12,4,30.0,0.0,0.0,30.0
10,Real_Betis,10,4,20,13,6,7,20.0,4.0,1.0,30.0
10,Atletico_Madrid,10,5,20,16,8,8,30.0,2.0,1.0,34.0
10,Athletic_Club,10,6,18,19,8,11,15.0,1.0,0.0,18.0
10,Osasuna,10,7,16,10,10,0,33.0,4.0,0.0,45.0
10,Valencia,10,8,15,17,11,6,33.0,4.0,2.0,41.0
10,Villarreal,10,9,15,12,6,6,20.0,0.0,0.0,20.0
10,Rayo_Vallecano,10,10,12,11,13,-2,26.0,1.0,1.0,27.0
10,Valladolid,10,11,11,10,15,-5,21.0,1.0,0.0,24.0
10,Celta_Vigo,10,12,10,11,20,-9,28.0,2.0,0.0,34.0
10,Almeria,10,13,10,11,17,-6,33.0,1.0,1.0,34.0
10,Sevilla,10,14,10,10,15,-5,40.0,3.0,1.0,47.0
10,Getafe,10,15,9,10,18,-8,32.0,3.0,2.0,37.0
10,Espanyol,10,16,9,12,17,-5,19.0,3.0,0.0,28.0
10,Mallorca,10,17,9,7,11,-4,38.0,1.0,0.0,41.0
10,Girona,10,18,8,14,18,-4,24.0,0.0,0.0,24.0
10,Cadiz,10,19,7,4,17,-13,29.0,2.0,1.0,33.0
10,Elche,10,20,3,6,24,-18,37.0,3.0,0.0,46.0
11,Real_Madrid,11,1,31,28,9,19,13.0,0.0,0.0,13.0
11,Barcelona,11,2,28,28,4,24,22.0,1.0,1.0,23.0
11,Atletico_Madrid,11,3,23,18,9,9,33.0,2.0,1.0,37.0
11,Real_Sociedad,11,4,22,16,13,3,33.0,0.0,0.0,33.0
11,Real_Betis,11,5,20,14,8,6,22.0,4.0,1.0,32.0
11,Athletic_Club,11,6,18,19,12,7,17.0,1.0,0.0,20.0
11,Villarreal,11,7,18,14,7,7,24.0,1.0,1.0,25.0
11,Osasuna,11,8,17,11,11,0,36.0,4.0,0.0,48.0
11,Rayo_Vallecano,11,9,15,16,14,2,27.0,2.0,1.0,31.0
11,Valencia,11,10,15,18,13,5,36.0,4.0,2.0,44.0
11,Valladolid,11,11,14,11,15,-4,23.0,1.0,0.0,26.0
11,Mallorca,11,12,12,9,12,-3,43.0,1.0,0.0,46.0
11,Celta_Vigo,11,13,11,12,21,-9,29.0,2.0,0.0,35.0
11,Getafe,11,14,10,11,19,-8,33.0,3.0,2.0,38.0
11,Almeria,11,15,10,12,19,-7,34.0,1.0,1.0,35.0
11,Sevilla,11,16,10,11,18,-7,44.0,3.0,1.0,51.0
11,Espanyol,11,17,10,14,19,-5,21.0,3.0,0.0,30.0
11,Girona,11,18,9,15,19,-4,26.0,0.0,0.0,26.0
11,Cadiz,11,19,7,5,22,-17,33.0,4.0,2.0,41.0
11,Elche,11,20,4,8,26,-18,40.0,3.0,0.0,49.0
12,Real_Madrid,12,1,32,29,10,19,16.0,1.0,1.0,17.0
12,Barcelona,12,2,31,29,4,25,27.0,1.0,1.0,28.0
12,Atletico_Madrid,12,3,23,20,12,8,37.0,2.0,1.0,41.0
12,Real_Betis,12,4,23,16,8,8,26.0,4.0,1.0,36.0
12,Real_Sociedad,12,5,22,16,15,1,37.0,0.0,0.0,37.0
12,Athletic_Club,12,6,21,20,12,8,19.0,1.0,0.0,22.0
12,Osasuna,12,7,20,13,11,2,37.0,4.0,0.0,49.0
12,Rayo_Vallecano,12,8,18,17,14,3,28.0,2.0,1.0,32.0
12,Villarreal,12,9,18,14,8,6,25.0,1.0,1.0,26.0
12,Valencia,12,10,15,18,14,4,40.0,4.0,2.0,48.0
12,Valladolid,12,11,14,11,17,-6,26.0,1.0,0.0,29.0
12,Getafe,12,12,13,12,19,-7,36.0,4.0,3.0,42.0
12,Almeria,12,13,13,15,20,-5,38.0,1.0,1.0,39.0
12,Mallorca,12,14,13,10,13,-3,47.0,2.0,0.0,53.0
12,Celta_Vigo,12,15,11,13,24,-11,29.0,3.0,0.0,38.0
12,Espanyol,12,16,11,15,20,-5,22.0,3.0,0.0,31.0
12,Cadiz,12,17,10,8,24,-16,35.0,4.0,2.0,43.0
12,Sevilla,12,18,10,11,19,-8,49.0,3.0,1.0,56.0
12,Girona,12,19,10,16,20,-4,29.0,0.0,0.0,29.0
12,Elche,12,20,4,8,27,-19,40.0,3.0,0.0,49.0
13,Barcelona,13,1,34,31,4,27,29.0,1.0,1.0,30.0
13,Real_Madrid,13,2,32,31,13,18,21.0,1.0,1.0,22.0
13,Atletico_Madrid,13,3,24,21,13,8,40.0,2.0,1.0,44.0
13,Real_Betis,13,4,24,17,9,8,30.0,6.0,1.0,46.0
13,Real_Sociedad,13,5,23,17,16,1,39.0,1.0,0.0,42.0
13,Osasuna,13,6,23,15,12,3,42.0,4.0,0.0,54.0
13,Rayo_Vallecano,13,7,21,20,16,4,32.0,2.0,1.0,36.0
13,Athletic_Club,13,8,21,21,14,7,20.0,1.0,0.0,23.0
13,Villarreal,13,9,18,14,10,4,29.0,1.0,1.0,30.0
13,Valladolid,13,10,17,13,18,-5,28.0,1.0,0.0,31.0
13,Mallorca,13,11,16,12,13,-1,53.0,2.0,0.0,59.0
13,Valencia,13,12,16,19,15,4,40.0,4.0,2.0,48.0
13,Getafe,13,13,14,12,19,-7,41.0,6.0,4.0,51.0
13,Almeria,13,14,13,15,22,-7,39.0,1.0,1.0,40.0
13,Girona,13,15,13,18,21,-3,30.0,0.0,0.0,30.0
13,Espanyol,13,16,12,16,21,-5,27.0,4.0,0.0,39.0
13,Cadiz,13,17,11,8,24,-16,37.0,5.0,3.0,46.0
13,Celta_Vigo,13,18,11,14,26,-12,30.0,3.0,0.0,39.0
13,Sevilla,13,19,11,12,20,-8,54.0,4.0,1.0,64.0
13,Elche,13,20,4,9,29,-20,40.0,3.0,0.0,49.0
14,Barcelona,14,1,37,33,5,28,33.0,2.0,2.0,35.0
14,Real_Madrid,14,2,35,33,14,19,24.0,1.0,1.0,25.0
14,Real_Sociedad,14,3,26,19,17,2,41.0,1.0,0.0,44.0
14,Real_Betis,14,4,24,17,12,5,33.0,7.0,2.0,50.0
14,Atletico_Madrid,14,5,24,21,14,7,43.0,2.0,1.0,47.0
14,Athletic_Club,14,6,24,24,14,10,23.0,1.0,0.0,26.0
14,Osasuna,14,7,23,16,14,2,46.0,4.0,0.0,58.0
14,Rayo_Vallecano,14,8,22,20,16,4,39.0,2.0,1.0,43.0
14,Villarreal,14,9,21,15,10,5,32.0,1.0,1.0,33.0
14,Mallorca,14,10,19,13,13,0,58.0,2.0,0.0,64.0
14,Valencia,14,11,19,22,15,7,41.0,4.0,2.0,49.0
14,Valladolid,14,12,17,13,21,-8,29.0,1.0,0.0,32.0
14,Almeria,14,13,16,16,22,-6,47.0,2.0,2.0,49.0
14,Girona,14,14,16,20,22,-2,32.0,0.0,0.0,32.0
14,Getafe,14,15,14,12,20,-8,45.0,6.0,4.0,55.0
14,Celta_Vigo,14,16,12,14,26,-12,31.0,3.0,0.0,40.0
14,Espanyol,14,17,12,16,22,-6,28.0,4.0,0.0,40.0
14,Cadiz,14,18,11,9,26,-17,40.0,5.0,3.0,49.0
14,Sevilla,14,19,11,13,22,-9,56.0,6.0,1.0,72.0
14,Elche,14,20,4,10,31,-21,43.0,3.0,0.0,52.0
15,Real_Madrid,15,1,38,35,14,21,24.0,1.0,1.0,25.0
15,Barcelona,15,2,38,34,6,28,40.0,3.0,3.0,43.0
15,Real_Sociedad,15,3,29,21,17,4,42.0,1.0,0.0,45.0
15,Atletico_Madrid,15,4,27,23,14,9,46.0,3.0,2.0,51.0
15,Real_Betis,15,5,25,17,12,5,34.0,8.0,2.0,54.0
15,Athletic_Club,15,6,25,24,14,10,27.0,1.0,0.0,30.0
15,Villarreal,15,7,24,17,11,6,33.0,1.0,1.0,34.0
15,Osasuna,15,8,23,16,16,0,47.0,4.0,0.0,59.0
15,Rayo_Vallecano,15,9,23,22,18,4,41.0,2.0,1.0,45.0
15,Mallorca,15,10,19,13,15,-2,59.0,2.0,0.0,65.0
15,Valencia,15,11,19,23,17,6,45.0,4.0,2.0,53.0
15,Valladolid,15,12,17,13,23,-10,31.0,2.0,0.0,37.0
15,Almeria,15,13,17,17,23,-6,47.0,2.0,2.0,49.0
15,Getafe,15,14,17,14,20,-6,45.0,6.0,4.0,55.0
15,Girona,15,15,17,22,24,-2,35.0,0.0,0.0,35.0
15,Celta_Vigo,15,16,13,15,27,-12,33.0,3.0,0.0,42.0
15,Espanyol,15,17,13,17,23,-6,35.0,5.0,1.0,48.0
15,Cadiz,15,18,12,10,27,-17,42.0,5.0,3.0,51.0
15,Sevilla,15,19,12,14,23,-9,60.0,7.0,2.0,77.0
15,Elche,15,20,4,10,33,-23,47.0,5.0,1.0,60.0
16,Barcelona,16,1,41,35,6,29,43.0,4.0,3.0,49.0
16,Real_Madrid,16,2,38,36,16,20,25.0,1.0,1.0,26.0
16,Real_Sociedad,16,3,32,23,17,6,42.0,1.0,0.0,45.0
16,Real_Betis,16,4,28,19,13,6,36.0,8.0,2.0,56.0
16,Villarreal,16,5,27,19,12,7,37.0,1.0,1.0,38.0
16,Atletico_Madrid,16,6,27,23,15,8,48.0,4.0,2.0,56.0
16,Athletic_Club,16,7,26,24,14,10,27.0,1.0,0.0,30.0
16,Osasuna,16,8,24,16,16,0,48.0,4.0,0.0,60.0
16,Rayo_Vallecano,16,9,23,23,20,3,44.0,2.0,1.0,48.0
16,Mallorca,16,10,22,14,15,-1,61.0,2.0,0.0,67.0
16,Valencia,16,11,19,23,18,5,50.0,4.0,2.0,58.0
16,Girona,16,12,18,24,26,-2,37.0,0.0,0.0,37.0
16,Valladolid,16,13,17,13,24,-11,34.0,2.0,0.0,40.0
16,Almeria,16,14,17,17,25,-8,48.0,2.0,2.0,50.0
16,Getafe,16,15,17,15,22,-7,48.0,6.0,4.0,58.0
16,Celta_Vigo,16,16,16,16,27,-11,34.0,3.0,0.0,43.0
16,Cadiz,16,17,15,11,27,-16,48.0,5.0,3.0,57.0
16,Sevilla,16,18,15,16,24,-8,63.0,7.0,2.0,80.0
16,Espanyol,16,19,14,19,25,-6,38.0,5.0,1.0,51.0
16,Elche,16,20,4,10,34,-24,50.0,6.0,1.0,66.0
17,Barcelona,16,1,41,35,6,29,43.0,4.0,3.0,49.0
17,Real_Madrid,16,2,38,36,16,20,25.0,1.0,1.0,26.0
17,Real_Sociedad,17,3,35,26,18,8,47.0,1.0,0.0,50.0
17,Real_Betis,16,4,28,19,13,6,36.0,8.0,2.0,56.0
17,Villarreal,17,5,28,20,13,7,39.0,1.0,1.0,40.0
17,Atletico_Madrid,17,6,28,24,16,8,52.0,5.0,3.0,61.0
17,Osasuna,17,7,27,17,16,1,50.0,4.0,0.0,62.0
17,Rayo_Vallecano,17,8,26,24,20,4,46.0,2.0,1.0,50.0
17,Athletic_Club,17,9,26,25,17,8,28.0,2.0,0.0,34.0
17,Mallorca,17,10,22,14,16,-2,64.0,2.0,0.0,70.0
17,Girona,17,11,21,26,27,-1,40.0,0.0,0.0,40.0
17,Valencia,16,12,19,23,18,5,50.0,4.0,2.0,58.0
17,Almeria,17,13,18,18,26,-8,52.0,2.0,2.0,54.0
17,Valladolid,17,14,17,13,25,-12,36.0,2.0,0.0,42.0
17,Celta_Vigo,17,15,17,17,28,-11,34.0,3.0,0.0,43.0
17,Getafe,17,16,17,16,24,-8,50.0,6.0,4.0,60.0
17,Espanyol,17,17,17,21,26,-5,41.0,5.0,1.0,54.0
17,Cadiz,17,18,16,12,28,-16,51.0,5.0,3.0,60.0
17,Sevilla,17,19,15,17,26,-9,64.0,7.0,2.0,81.0
17,Elche,17,20,5,11,35,-24,52.0,6.0,1.0,68.0
18,Barcelona,17,1,44,36,6,30,44.0,4.0,3.0,50.0
18,Real_Madrid,17,2,41,38,16,22,27.0,1.0,1.0,28.0
18,Real_Sociedad,18,3,38,28,18,10,47.0,1.0,0.0,50.0
18,Villarreal,18,4,31,21,13,8,44.0,1.0,1.0,45.0
18,Atletico_Madrid,18,5,31,27,16,11,53.0,5.0,3.0,62.0
18,Osasuna,18,6,28,18,17,1,51.0,4.0,0.0,63.0
18,Real_Betis,17,7,28,19,14,5,38.0,8.0,2.0,58.0
18,Rayo_Vallecano,18,8,26,24,22,2,46.0,2.0,1.0,50.0
18,Athletic_Club,18,9,26,25,19,6,31.0,2.0,0.0,37.0
18,Mallorca,18,10,25,15,16,-1,66.0,2.0,0.0,72.0
18,Girona,18,11,21,26,28,-2,45.0,1.0,1.0,46.0
18,Espanyol,18,12,20,22,26,-4,44.0,5.0,1.0,57.0
18,Valencia,17,13,20,25,20,5,52.0,4.0,2.0,60.0
18,Almeria,18,14,19,20,28,-8,53.0,2.0,2.0,55.0
18,Sevilla,18,15,18,18,26,-8,65.0,7.0,2.0,82.0
18,Valladolid,18,16,17,13,28,-15,37.0,2.0,0.0,43.0
18,Celta_Vigo,18,17,17,17,29,-12,37.0,3.0,0.0,46.0
18,Getafe,18,18,17,16,25,-9,52.0,6.0,4.0,62.0
18,Cadiz,18,19,16,12,29,-17,55.0,6.0,4.0,65.0
18,Elche,18,20,6,12,36,-24,54.0,6.0,1.0,70.0
19,Barcelona,18,1,47,37,6,31,47.0,4.0,3.0,53.0
19,Real_Madrid,18,2,42,38,16,22,28.0,1.0,1.0,29.0
19,Real_Sociedad,19,3,39,28,18,10,51.0,1.0,0.0,54.0
19,Atletico_Madrid,19,4,34,28,16,12,53.0,5.0,3.0,62.0
19,Real_Betis,18,5,31,20,14,6,40.0,8.0,2.0,60.0
19,Villarreal,19,6,31,21,14,7,46.0,1.0,1.0,47.0
19,Rayo_Vallecano,19,7,29,25,22,3,49.0,2.0,1.0,53.0
19,Osasuna,19,8,28,18,18,0,52.0,4.0,0.0,64.0
19,Athletic_Club,19,9,26,25,20,5,33.0,2.0,0.0,39.0
19,Mallorca,19,10,25,15,18,-3,68.0,2.0,0.0,74.0
19,Almeria,19,11,22,23,29,-6,56.0,2.0,2.0,58.0
19,Sevilla,19,12,21,21,26,-5,66.0,7.0,2.0,83.0
19,Girona,19,13,21,26,29,-3,47.0,1.0,1.0,48.0
