gameweek,team,matches_played,rank,points,goals_for,goals_against,goal_difference,yellow_cards,red_cards,second_yellow_cards,fairplay
19,Valladolid,19,14,20,14,28,-14,40.0,2.0,0.0,46.0
19,Celta_Vigo,19,15,20,18,29,-11,39.0,3.0,0.0,48.0
19,Espanyol,19,16,20,23,29,-6,47.0,5.0,1.0,60.0
19,Valencia,18,17,20,25,21,4,53.0,4.0,2.0,61.0
19,Cadiz,19,18,19,14,29,-15,57.0,6.0,4.0,67.0
19,Getafe,19,19,17,16,26,-10,56.0,6.0,4.0,66.0
19,Elche,19,20,6,12,39,-27,57.0,7.0,1.0,76.0
17,Barcelona,19,1,50,39,7,32,47.0,4.0,3.0,53.0
17,Real_Madrid,19,2,45,40,16,24,31.0,1.0,1.0,32.0
17,Real_Sociedad,19,3,39,28,18,10,51.0,1.0,0.0,54.0
17,Atletico_Madrid,19,4,34,28,16,12,53.0,5.0,3.0,62.0
17,Real_Betis,19,5,31,21,16,5,43.0,9.0,2.0,66.0
17,Villarreal,19,6,31,21,14,7,46.0,1.0,1.0,47.0
17,Rayo_Vallecano,19,7,29,25,22,3,49.0,2.0,1.0,53.0
17,Osasuna,19,8,28,18,18,0,52.0,4.0,0.0,64.0
17,Athletic_Club,19,9,26,25,20,5,33.0,2.0,0.0,39.0
17,Mallorca,19,10,25,15,18,-3,68.0,2.0,0.0,74.0
17,Almeria,19,11,22,23,29,-6,56.0,2.0,2.0,58.0
17,Sevilla,19,12,21,21,26,-5,66.0,7.0,2.0,83.0
17,Girona,19,13,21,26,29,-3,47.0,1.0,1.0,48.0
17,Valladolid,19,14,20,14,28,-14,40.0,2.0,0.0,46.0
17,Celta_Vigo,19,15,20,18,29,-11,39.0,3.0,0.0,48.0
17,Espanyol,19,16,20,23,29,-6,47.0,5.0,1.0,60.0
17,Valencia,19,17,20,25,23,2,54.0,5.0,2.0,65.0
17,Cadiz,19,18,19,14,29,-15,57.0,6.0,4.0,67.0
17,Getafe,19,19,17,16,26,-10,56.0,6.0,4.0,66.0
17,Elche,19,20,6,12,39,-27,57.0,7.0,1.0,76.0
20,Barcelona,20,1,53,42,7,35,47.0,4.0,3.0,53.0
20,Real_Madrid,20,2,45,40,17,23,36.0,1.0,1.0,37.0
20,Real_Sociedad,20,3,39,28,19,9,55.0,1.0,0.0,58.0
20,Atletico_Madrid,20,4,35,29,17,12,56.0,5.0,3.0,65.0
20,Rayo_Vallecano,20,5,32,27,22,5,52.0,2.0,1.0,56.0
20,Real_Betis,20,6,31,24,20,4,45.0,10.0,2.0,71.0
20,Villarreal,20,7,31,22,17,5,48.0,1.0,1.0,49.0
20,Osasuna,20,8,29,19,19,0,57.0,5.0,1.0,70.0
20,Athletic_Club,20,9,29,29,21,8,35.0,3.0,1.0,42.0
20,Mallorca,20,10,28,16,18,-2,73.0,2.0,0.0,79.0
20,Girona,20,11,24,27,29,-2,48.0,1.0,1.0,49.0
20,Valladolid,20,12,23,15,28,-13,45.0,2.0,0.0,51.0
20,Celta_Vigo,20,13,23,22,32,-10,42.0,3.0,0.0,51.0
20,Almeria,20,14,22,23,31,-8,59.0,2.0,2.0,61.0
20,Sevilla,20,15,21,21,29,-8,68.0,7.0,2.0,85.0
20,Espanyol,20,16,21,24,30,-6,50.0,6.0,2.0,64.0
20,Valencia,20,17,20,25,24,1,58.0,5.0,2.0,69.0
20,Cadiz,20,18,19,15,33,-18,58.0,6.0,4.0,68.0
20,Getafe,20,19,18,17,27,-10,61.0,6.0,4.0,71.0
20,Elche,20,20,9,15,40,-25,61.0,7.0,1.0,80.0
21,Barcelona,21,1,56,43,7,36,51.0,4.0,3.0,57.0
21,Real_Madrid,21,2,48,44,17,27,37.0,1.0,1.0,38.0
21,Real_Sociedad,21,3,42,31,21,10,56.0,1.0,0.0,59.0
21,Atletico_Madrid,21,4,38,30,17,13,58.0,6.0,3.0,70.0
21,Real_Betis,21,5,34,27,22,5,48.0,10.0,2.0,74.0
21,Rayo_Vallecano,21,6,33,28,23,5,56.0,2.0,1.0,60.0
21,Athletic_Club,21,7,32,31,22,9,37.0,3.0,1.0,44.0
21,Villarreal,21,8,31,22,18,4,52.0,1.0,1.0,53.0
21,Osasuna,21,9,30,19,19,0,60.0,5.0,1.0,73.0
21,Mallorca,21,10,28,16,20,-4,75.0,2.0,0.0,81.0
21,Valladolid,21,11,24,15,28,-13,46.0,2.0,0.0,52.0
21,Sevilla,21,12,24,23,29,-6,72.0,7.0,2.0,89.0
21,Girona,21,13,24,27,31,-4,52.0,1.0,1.0,53.0
21,Celta_Vigo,21,14,23,22,33,-11,44.0,3.0,0.0,53.0
21,Cadiz,21,15,22,17,33,-16,62.0,6.0,4.0,72.0
21,Almeria,21,16,22,25,34,-9,61.0,2.0,2.0,63.0
21,Espanyol,21,17,21,26,33,-7,54.0,7.0,3.0,69.0
21,Valencia,21,18,20,26,26,0,60.0,5.0,2.0,71.0
21,Getafe,21,19,19,18,28,-10,65.0,7.0,5.0,76.0
21,Elche,21,20,9,15,44,-29,64.0,7.0,1.0,83.0
22,Barcelona,22,1,59,45,7,38,53.0,4.0,3.0,59.0
22,Real_Madrid,22,2,51,46,17,29,39.0,1.0,1.0,40.0
22,Real_Sociedad,22,3,43,32,22,10,59.0,1.0,0.0,62.0
22,Atletico_Madrid,22,4,41,31,17,14,60.0,6.0,3.0,72.0
22,Real_Betis,22,5,37,29,23,6,51.0,10.0,2.0,77.0
22,Rayo_Vallecano,22,6,34,29,24,5,60.0,2.0,1.0,64.0
22,Athletic_Club,22,7,32,31,23,8,40.0,3.0,1.0,47.0
22,Mallorca,22,8,31,20,22,-2,80.0,2.0,0.0,86.0
22,Villarreal,22,9,31,24,22,2,52.0,2.0,1.0,56.0
22,Osasuna,22,10,30,19,21,-2,63.0,5.0,1.0,76.0
22,Girona,22,11,27,33,33,0,53.0,1.0,1.0,54.0
22,Sevilla,22,12,25,24,30,-6,73.0,7.0,2.0,90.0
22,Valladolid,22,13,24,16,30,-14,51.0,2.0,0.0,57.0
22,Celta_Vigo,22,14,24,23,34,-11,49.0,4.0,1.0,59.0
22,Espanyol,22,15,24,27,33,-6,57.0,7.0,3.0,72.0
22,Cadiz,22,16,22,17,35,-18,65.0,6.0,4.0,75.0
22,Almeria,22,17,22,27,40,-13,62.0,2.0,2.0,64.0
22,Getafe,22,18,22,19,28,-9,71.0,7.0,5.0,82.0
22,Valencia,22,19,20,26,27,-1,61.0,5.0,2.0,72.0
22,Elche,22,20,9,15,45,-30,66.0,8.0,2.0,86.0
23,Barcelona,23,1,59,45,8,37,56.0,4.0,3.0,62.0
23,Real_Madrid,23,2,52,47,18,29,42.0,1.0,1.0,43.0
23,Real_Sociedad,23,3,43,32,23,9,62.0,1.0,0.0,65.0
23,Atletico_Madrid,23,4,42,32,18,14,63.0,7.0,3.0,78.0
23,Real_Betis,23,5,40,32,25,7,52.0,10.0,2.0,78.0
23,Villarreal,23,6,34,26,23,3,52.0,2.0,1.0,56.0
23,Rayo_Vallecano,23,7,34,29,25,4,64.0,3.0,2.0,69.0
23,Osasuna,23,8,33,22,23,-1,65.0,5.0,1.0,78.0
23,Athletic_Club,23,9,32,33,26,7,45.0,3.0,1.0,52.0
23,Mallorca,23,10,31,21,24,-3,82.0,2.0,0.0,88.0
23,Girona,23,11,30,36,35,1,58.0,1.0,1.0,59.0
23,Celta_Vigo,23,12,27,26,34,-8,50.0,4.0,1.0,60.0
23,Espanyol,23,13,27,29,34,-5,59.0,7.0,3.0,74.0
23,Cadiz,23,14,25,18,35,-17,68.0,6.0,4.0,78.0
23,Almeria,23,15,25,28,40,-12,65.0,2.0,2.0,67.0
23,Sevilla,23,16,25,26,33,-7,77.0,8.0,2.0,97.0
23,Valladolid,23,17,24,16,33,-17,54.0,3.0,0.0,63.0
23,Valencia,23,18,23,27,27,0,67.0,5.0,2.0,78.0
23,Getafe,23,19,22,20,30,-10,72.0,7.0,5.0,83.0
23,Elche,23,20,9,17,48,-31,70.0,10.0,3.0,94.0
24,Barcelona,24,1,62,46,8,38,56.0,5.0,3.0,65.0
24,Real_Madrid,24,2,53,47,18,29,46.0,1.0,1.0,47.0
24,Atletico_Madrid,24,3,45,38,19,19,64.0,7.0,3.0,79.0
24,Real_Sociedad,24,4,44,32,23,9,62.0,1.0,0.0,65.0
24,Real_Betis,24,5,41,32,25,7,55.0,10.0,2.0,81.0
24,Villarreal,24,6,37,28,23,5,56.0,2.0,1.0,60.0
24,Rayo_Vallecano,24,7,35,29,25,4,65.0,3.0,2.0,70.0
24,Osasuna,24,8,34,22,23,-1,65.0,5.0,1.0,78.0
24,Athletic_Club,24,9,33,33,26,7,45.0,4.0,1.0,55.0
24,Mallorca,24,10,31,21,25,-4,85.0,2.0,0.0,91.0
24,Girona,24,11,30,38,38,0,62.0,1.0,1.0,63.0
24,Celta_Vigo,24,12,28,26,34,-8,52.0,4.0,1.0,62.0
24,Valladolid,24,13,27,18,34,-16,57.0,3.0,0.0,66.0
24,Espanyol,24,14,27,30,36,-6,61.0,7.0,3.0,76.0
24,Cadiz,24,15,26,18,35,-17,69.0,6.0,4.0,79.0
24,Almeria,24,16,25,28,42,-14,68.0,2.0,2.0,70.0
24,Sevilla,24,17,25,27,39,-12,81.0,9.0,3.0,102.0
24,Getafe,24,18,25,23,32,-9,77.0,7.0,5.0,88.0
24,Valencia,24,19,23,27,28,-1,67.0,5.0,2.0,78.0
24,Elche,24,20,12,18,48,-30,73.0,10.0,3.0,97.0
25,Barcelona,25,1,65,47,8,39,57.0,5.0,3.0,66.0
25,Real_Madrid,25,2,56,50,19,31,49.0,1.0,1.0,50.0
25,Atletico_Madrid,25,3,48,39,19,20,67.0,7.0,3.0,82.0
25,Real_Sociedad,25,4,45,33,24,9,64.0,2.0,0.0,70.0
25,Real_Betis,25,5,42,33,26,7,57.0,10.0,2.0,83.0
25,Villarreal,25,6,38,29,24,5,59.0,2.0,1.0,63.0
25,Rayo_Vallecano,25,7,35,29,28,1,68.0,3.0,2.0,73.0
25,Osasuna,25,8,34,22,24,-2,70.0,5.0,1.0,83.0
25,Athletic_Club,25,9,33,33,27,6,47.0,4.0,1.0,57.0
25,Mallorca,25,10,32,22,26,-4,87.0,2.0,0.0,93.0
25,Celta_Vigo,25,11,31,29,34,-5,54.0,4.0,1.0,64.0
25,Girona,25,12,30,38,39,-1,64.0,1.0,1.0,65.0
25,Valladolid,25,13,28,19,35,-16,63.0,5.0,2.0,74.0
25,Sevilla,25,14,28,29,40,-11,86.0,9.0,3.0,107.0
25,Cadiz,25,15,27,20,37,-17,73.0,7.0,4.0,86.0
25,Espanyol,25,16,27,31,39,-8,63.0,7.0,3.0,78.0
25,Getafe,25,17,26,25,34,-9,82.0,8.0,6.0,94.0
25,Valencia,25,18,26,28,28,0,69.0,5.0,2.0,80.0
25,Almeria,25,19,25,29,44,-15,72.0,2.0,2.0,74.0
25,Elche,25,20,13,19,49,-30,76.0,10.0,3.0,100.0
26,Barcelona,26,1,68,49,9,40,61.0,5.0,3.0,70.0
26,Real_Madrid,26,2,56,51,21,30,52.0,1.0,1.0,53.0
26,Atletico_Madrid,26,3,51,42,19,23,69.0,7.0,3.0,84.0
26,Real_Sociedad,26,4,48,35,24,11,66.0,2.0,0.0,72.0
26,Real_Betis,26,5,45,34,26,8,58.0,10.0,2.0,84.0
26,Villarreal,26,6,41,32,24,8,61.0,2.0,1.0,65.0
26,Rayo_Vallecano,26,7,36,31,30,1,70.0,3.0,2.0,75.0
26,Athletic_Club,26,8,36,36,28,8,49.0,4.0,1.0,59.0
26,Osasuna,26,9,34,22,27,-5,73.0,5.0,1.0,86.0
26,Celta_Vigo,26,10,34,32,35,-3,56.0,4.0,1.0,66.0
26,Mallorca,26,11,32,22,27,-5,89.0,2.0,0.0,95.0
26,Girona,26,12,31,40,41,-1,66.0,1.0,1.0,67.0
26,Getafe,26,13,29,27,34,-7,86.0,8.0,6.0,98.0
26,Valladolid,26,14,28,20,38,-18,65.0,5.0,2.0,76.0
26,Cadiz,26,15,28,21,38,-17,77.0,7.0,4.0,90.0
26,Sevilla,26,16,28,29,42,-13,88.0,9.0,3.0,109.0
26,Espanyol,26,17,27,32,42,-10,65.0,7.0,3.0,80.0
26,Almeria,26,18,26,30,45,-15,73.0,2.0,2.0,75.0
26,Valencia,26,19,26,28,31,-3,69.0,5.0,2.0,80.0
26,Elche,26,20,13,19,51,-32,77.0,10.0,3.0,101.0
27,Barcelona,27,1,71,53,9,44,64.0,5.0,3.0,73.0
27,Real_Madrid,27,2,59,57,21,36,52.0,1.0,1.0,53.0
27,Atletico_Madrid,27,3,54,43,19,24,70.0,7.0,3.0,85.0
27,Real_Sociedad,27,4,48,35,26,9,69.0,2.0,0.0,75.0
27,Real_Betis,27,5,45,34,27,7,60.0,10.0,2.0,86.0
27,Villarreal,27,6,44,34,24,10,66.0,3.0,2.0,71.0
27,Rayo_Vallecano,27,7,37,32,31,1,73.0,3.0,2.0,78.0
27,Athletic_Club,27,8,37,36,28,8,49.0,4.0,1.0,59.0
27,Osasuna,27,9,35,22,27,-5,76.0,5.0,1.0,89.0
27,Celta_Vigo,27,10,35,34,37,-3,59.0,4.0,1.0,69.0
27,Girona,27,11,34,42,42,0,70.0,1.0,1.0,71.0
27,Mallorca,27,12,33,22,27,-5,95.0,3.0,0.0,104.0
27,Sevilla,27,13,31,31,42,-11,92.0,9.0,3.0,113.0
27,Getafe,27,14,30,27,34,-7,86.0,8.0,6.0,98.0
27,Valladolid,27,15,28,20,44,-24,66.0,5.0,2.0,77.0
27,Cadiz,27,16,28,21,40,-19,80.0,7.0,4.0,93.0
27,Almeria,27,17,27,32,47,-15,78.0,2.0,2.0,80.0
27,Espanyol,27,18,27,33,44,-11,67.0,8.0,3.0,85.0
27,Valencia,27,19,27,29,32,-3,71.0,5.0,2.0,82.0
27,Elche,27,20,13,19,55,-36,77.0,10.0,3.0,101.0
28,Barcelona,28,1,72,53,9,44,64.0,5.0,3.0,73.0
28,Real_Madrid,28,2,59,59,24,35,52.0,1.0,1.0,53.0
28,Atletico_Madrid,28,3,57,45,20,25,70.0,7.0,3.0,85.0
28,Real_Sociedad,28,4,51,37,26,11,71.0,2.0,0.0,77.0
28,Villarreal,28,5,47,37,26,11,69.0,3.0,2.0,74.0
28,Real_Betis,28,6,45,34,29,5,63.0,12.0,2.0,95.0
28,Athletic_Club,28,7,40,38,29,9,53.0,4.0,1.0,63.0
28,Osasuna,28,8,38,24,28,-4,77.0,5.0,1.0,90.0
28,Rayo_Vallecano,28,9,37,33,33,0,73.0,4.0,2.0,81.0
28,Celta_Vigo,28,10,36,36,39,-3,61.0,4.0,1.0,71.0
28,Girona,28,11,35,42,42,0,72.0,1.0,1.0,73.0
28,Mallorca,28,12,34,25,30,-5,100.0,3.0,0.0,109.0
28,Sevilla,28,13,32,33,44,-11,98.0,11.0,4.0,123.0
28,Cadiz,28,14,31,23,40,-17,82.0,7.0,4.0,95.0
28,Almeria,28,15,30,34,48,-14,81.0,2.0,2.0,83.0
28,Getafe,28,16,30,27,36,-9,87.0,8.0,6.0,99.0
28,Valladolid,28,17,29,23,47,-24,69.0,5.0,2.0,80.0
28,Espanyol,28,18,27,34,46,-12,73.0,9.0,4.0,92.0
28,Valencia,28,19,27,30,34,-4,73.0,5.0,2.0,84.0
28,Elche,28,20,13,20,57,-37,80.0,10.0,3.0,104.0
29,Barcelona,29,1,73,53,9,44,65.0,5.0,3.0,74.0
29,Real_Madrid,29,2,62,61,24,37,52.0,1.0,1.0,53.0
29,Atletico_Madrid,29,3,60,47,21,26,72.0,7.0,3.0,87.0
29,Real_Sociedad,29,4,51,37,28,9,73.0,2.0,0.0,79.0
29,Real_Betis,29,5,48,37,30,7,65.0,12.0,2.0,97.0
29,Villarreal,29,6,47,38,28,10,70.0,3.0,2.0,75.0
29,Athletic_Club,29,7,43,40,29,11,58.0,4.0,1.0,68.0
29,Rayo_Vallecano,29,8,40,35,34,1,75.0,4.0,2.0,83.0
29,Osasuna,29,9,38,25,30,-5,80.0,5.0,1.0,93.0
29,Girona,29,10,38,44,42,2,75.0,1.0,1.0,76.0
29,Mallorca,29,11,37,26,30,-4,101.0,3.0,0.0,110.0
29,Celta_Vigo,29,12,36,36,40,-4,63.0,5.0,2.0,74.0
29,Sevilla,29,13,35,35,44,-9,102.0,11.0,4.0,127.0
29,Valladolid,29,14,32,25,48,-23,75.0,5.0,2.0,86.0
29,Cadiz,29,15,31,23,42,-19,83.0,7.0,4.0,96.0
29,Getafe,29,16,31,27,36,-9,89.0,8.0,6.0,101.0
29,Almeria,29,17,30,35,50,-15,84.0,2.0,2.0,86.0
29,Espanyol,29,18,27,35,49,-14,75.0,9.0,4.0,94.0
29,Valencia,29,19,27,30,36,-6,74.0,6.0,2.0,88.0
29,Elche,29,20,13,20,59,-39,83.0,11.0,3.0,110.0
30,Barcelona,30,1,76,54,9,45,69.0,5.0,3.0,78.0
30,Real_Madrid,30,2,65,63,24,39,53.0,1.0,1.0,54.0
30,Atletico_Madrid,30,3,60,47,22,25,79.0,7.0,3.0,94.0
30,Real_Sociedad,30,4,54,39,29,10,74.0,2.0,0.0,80.0
30,Real_Betis,30,5,48,39,33,6,65.0,12.0,2.0,97.0
30,Villarreal,30,6,47,39,30,9,72.0,3.0,2.0,77.0
30,Athletic_Club,30,7,46,42,30,12,62.0,4.0,1.0,72.0
30,Osasuna,30,8,41,28,32,-4,82.0,5.0,1.0,95.0
30,Mallorca,30,9,40,29,31,-2,103.0,3.0,0.0,112.0
30,Rayo_Vallecano,30,10,40,36,36,0,77.0,4.0,2.0,85.0
30,Sevilla,30,11,38,37,45,-8,103.0,11.0,4.0,128.0
30,Girona,30,12,38,44,43,1,76.0,1.0,1.0,77.0
30,Celta_Vigo,30,13,36,36,42,-6,65.0,5.0,2.0,76.0
30,Valladolid,30,14,35,26,48,-22,76.0,5.0,2.0,87.0
30,Cadiz,30,15,32,23,42,-19,85.0,7.0,4.0,98.0
30,Getafe,30,16,31,28,39,-11,92.0,8.0,6.0,104.0
30,Almeria,30,17,30,36,52,-16,86.0,2.0,2.0,88.0
30,Valencia,30,18,30,32,36,-4,75.0,6.0,2.0,89.0
30,Espanyol,30,19,28,35,49,-14,79.0,9.0,4.0,98.0
30,Elche,30,20,13,20,61,-41,86.0,11.0,3.0,113.0
31,Barcelona,31,1,76,55,11,44,73.0,5.0,3.0,82.0
31,Real_Madrid,31,2,65,65,28,37,55.0,1.0,1.0,56.0
31,Atletico_Madrid,31,3,63,50,23,27,79.0,7.0,3.0,94.0
31,Real_Sociedad,31,4,55,39,29,10,77.0,2.0,0.0,83.0
31,Villarreal,31,5,50,43,32,11,74.0,3.0,2.0,79.0
31,Real_Betis,31,6,49,39,33,6,66.0,12.0,2.0,98.0
31,Athletic_Club,31,7,46,42,31,11,65.0,4.0,1.0,75.0
31,Osasuna,31,8,44,29,32,-3,83.0,6.0,1.0,99.0
31,Rayo_Vallecano,31,9,43,38,37,1,78.0,4.0,2.0,86.0
31,Sevilla,31,10,41,38,45,-7,106.0,11.0,4.0,131.0
31,Girona,31,11,41,48,45,3,77.0,1.0,1.0,78.0
31,Mallorca,31,12,40,30,34,-4,103.0,3.0,0.0,112.0
31,Celta_Vigo,31,13,39,37,42,-5,65.0,5.0,2.0,76.0
31,Valladolid,31,14,35,27,50,-23,80.0,5.0,2.0,91.0
31,Almeria,31,15,33,38,53,-15,88.0,2.0,2.0,90.0
31,Valencia,31,16,33,34,37,-3,75.0,6.0,2.0,89.0
31,Cadiz,31,17,32,23,43,-20,85.0,7.0,4.0,98.0
31,Getafe,31,18,31,29,41,-12,94.0,9.0,6.0,109.0
31,Espanyol,31,19,28,37,53,-16,83.0,10.0,4.0,105.0
31,Elche,31,20,13,20,62,-42,86.0,11.0,3.0,113.0
32,Barcelona,32,1,79,59,11,48,73.0,5.0,3.0,82.0
32,Real_Madrid,32,2,68,69,30,39,57.0,1.0,1.0,58.0
32,Atletico_Madrid,32,3,66,55,25,30,80.0,7.0,3.0,95.0
32,Real_Sociedad,32,4,58,41,29,12,78.0,2.0,0.0,84.0
32,Villarreal,32,5,53,46,33,13,75.0,3.0,2.0,80.0
32,Real_Betis,32,6,49,39,37,2,68.0,13.0,3.0,101.0
32,Athletic_Club,32,7,47,43,32,11,67.0,4.0,1.0,77.0
32,Osasuna,32,8,44,29,34,-5,86.0,6.0,1.0,102.0
32,Girona,32,9,44,50,45,5,78.0,1.0,1.0,79.0
32,Rayo_Vallecano,32,10,43,38,41,-3,79.0,5.0,2.0,90.0
32,Sevilla,32,11,41,38,47,-9,108.0,11.0,4.0,133.0
32,Mallorca,32,12,41,31,35,-4,107.0,4.0,0.0,119.0
32,Celta_Vigo,32,13,39,38,45,-7,69.0,5.0,2.0,80.0
32,Valladolid,32,14,35,29,55,-26,82.0,5.0,2.0,93.0
32,Cadiz,32,15,35,25,44,-19,91.0,7.0,4.0,104.0
32,Almeria,32,16,33,40,57,-17,90.0,2.0,2.0,92.0
32,Valencia,32,17,33,35,39,-4,77.0,6.0,2.0,91.0
32,Espanyol,32,18,31,38,53,-15,86.0,10.0,4.0,108.0
32,Getafe,32,19,31,29,42,-13,99.0,9.0,6.0,114.0
32,Elche,32,20,16,24,62,-38,87.0,11.0,3.0,114.0
33,Barcelona,33,1,82,60,11,49,73.0,5.0,3.0,82.0
33,Atletico_Madrid,33,2,69,60,26,34,83.0,7.0,3.0,98.0
33,Real_Madrid,33,3,68,69,32,37,62.0,2.0,2.0,64.0
33,Real_Sociedad,33,4,61,43,29,14,79.0,2.0,0.0,85.0
33,Villarreal,33,5,54,47,34,13,77.0,3.0,2.0,82.0
33,Real_Betis,33,6,52,40,37,3,71.0,13.0,3.0,104.0
33,Girona,33,7,47,52,46,6,82.0,1.0,1.0,83.0
33,Athletic_Club,33,8,47,43,33,10,68.0,5.0,1.0,81.0
33,Rayo_Vallecano,33,9,46,40,42,-2,79.0,5.0,2.0,90.0
33,Sevilla,33,10,44,41,49,-8,109.0,11.0,4.0,134.0
33,Osasuna,33,11,44,29,35,-6,86.0,7.0,1.0,105.0
33,Mallorca,33,12,41,32,37,-5,107.0,4.0,0.0,119.0
33,Celta_Vigo,33,13,39,38,46,-8,74.0,6.0,3.0,86.0
33,Almeria,33,14,36,42,58,-16,92.0,2.0,2.0,94.0
33,Valladolid,33,15,35,30,57,-27,82.0,5.0,2.0,93.0
33,Cadiz,33,16,35,26,49,-23,93.0,7.0,4.0,106.0
33,Getafe,33,17,34,30,42,-12,106.0,9.0,6.0,121.0
33,Valencia,33,18,34,36,40,-4,81.0,6.0,2.0,95.0
33,Espanyol,33,19,31,40,56,-16,88.0,10.0,4.0,110.0
33,Elche,33,20,16,25,64,-39,89.0,11.0,3.0,116.0
34,Barcelona,34,1,85,64,13,51,76.0,5.0,3.0,85.0
34,Real_Madrid,34,2,71,70,32,38,63.0,2.0,2.0,65.0
34,Atletico_Madrid,34,3,69,60,27,33,83.0,7.0,3.0,98.0
34,Real_Sociedad,34,4,62,45,31,14,84.0,2.0,0.0,90.0
34,Villarreal,34,5,57,52,35,17,81.0,3.0,2.0,86.0
34,Real_Betis,34,6,55,43,38,5,74.0,13.0,3.0,107.0
34,Girona,34,7,48,54,48,6,85.0,2.0,2.0,87.0
34,Sevilla,34,8,47,44,49,-5,110.0,11.0,4.0,135.0
34,Osasuna,34,9,47,32,36,-4,86.0,7.0,1.0,105.0
34,Athletic_Club,34,10,47,44,38,6,71.0,5.0,1.0,84.0
34,Rayo_Vallecano,34,11,46,41,45,-4,81.0,5.0,2.0,92.0
34,Mallorca,34,12,44,33,37,-4,112.0,4.0,0.0,124.0
34,Celta_Vigo,34,13,39,39,48,-9,77.0,6.0,3.0,89.0
34,Valencia,34,14,37,38,41,-3,86.0,7.0,3.0,101.0
34,Almeria,34,15,36,43,61,-18,92.0,2.0,2.0,94.0
34,Valladolid,34,16,35,30,60,-30,84.0,5.0,2.0,95.0
34,Cadiz,34,17,35,26,50,-24,96.0,7.0,4.0,109.0
34,Getafe,34,18,34,30,43,-13,110.0,9.0,6.0,125.0
34,Espanyol,34,19,31,42,60,-18,89.0,10.0,4.0,111.0
34,Elche,34,20,19,26,64,-38,91.0,11.0,3.0,118.0
35,Barcelona,35,1,85,65,15,50,80.0,5.0,3.0,89.0
35,Atletico_Madrid,35,2,72,63,27,36,83.0,7.0,3.0,98.0
35,Real_Madrid,35,3,71,70,33,37,65.0,3.0,2.0,70.0
35,Real_Sociedad,35,4,65,47,32,15,88.0,2.0,0.0,94.0
35,Villarreal,35,5,60,54,36,18,82.0,3.0,2.0,87.0
35,Real_Betis,35,6,56,43,38,5,76.0,14.0,3.0,112.0
35,Athletic_Club,35,7,50,46,39,7,75.0,5.0,1.0,88.0
35,Sevilla,35,8,48,44,49,-5,112.0,11.0,4.0,137.0
35,Girona,35,9,48,55,50,5,87.0,2.0,2.0,89.0
35,Osasuna,35,10,47,32,39,-7,88.0,7.0,1.0,107.0
35,Rayo_Vallecano,35,11,46,42,47,-5,83.0,5.0,2.0,94.0
35,Mallorca,35,12,44,33,40,-7,114.0,4.0,0.0,126.0
35,Valencia,35,13,40,39,41,-2,90.0,7.0,3.0,105.0
35,Almeria,35,14,39,46,61,-15,93.0,2.0,2.0,95.0
35,Celta_Vigo,35,15,39,40,50,-10,78.0,6.0,3.0,90.0
35,Cadiz,35,16,38,28,50,-22,100.0,7.0,4.0,113.0
35,Valladolid,35,17,35,30,62,-32,87.0,6.0,2.0,101.0
35,Getafe,35,18,35,31,44,-13,113.0,9.0,6.0,128.0
35,Espanyol,35,19,34,44,61,-17,91.0,10.0,4.0,113.0
35,Elche,35,20,20,27,65,-38,92.0,11.0,3.0,119.0
36,Barcelona,36,1,85,66,18,48,80.0,5.0,3.0,89.0
36,Real_Madrid,36,2,74,72,34,38,66.0,3.0,2.0,71.0
36,Atletico_Madrid,36,3,73,66,30,36,86.0,7.0,3.0,101.0
36,Real_Sociedad,36,4,68,48,32,16,88.0,2.0,0.0,94.0
36,Villarreal,36,5,63,56,36,20,83.0,3.0,2.0,88.0
36,Real_Betis,36,6,56,43,39,4,78.0,15.0,3.0,117.0
36,Osasuna,36,7,50,34,39,-5,91.0,7.0,1.0,110.0
36,Athletic_Club,36,8,50,46,41,5,78.0,5.0,1.0,91.0
36,Sevilla,36,9,49,45,50,-5,116.0,12.0,4.0,144.0
36,Girona,36,10,49,56,51,5,87.0,2.0,2.0,89.0
36,Mallorca,36,11,47,34,40,-6,118.0,4.0,0.0,130.0
36,Rayo_Vallecano,36,12,46,43,49,-6,86.0,5.0,2.0,97.0
36,Celta_Vigo,36,13,40,41,51,-10,78.0,6.0,3.0,90.0
36,Valencia,36,14,40,39,42,-3,92.0,7.0,3.0,107.0
36,Almeria,36,15,39,46,62,-16,94.0,3.0,2.0,99.0
36,Valladolid,36,16,38,33,63,-30,88.0,6.0,2.0,102.0
36,Cadiz,36,17,38,28,52,-24,102.0,7.0,4.0,115.0
36,Getafe,36,18,38,32,44,-12,118.0,9.0,6.0,133.0
36,Espanyol,36,19,35,47,64,-17,93.0,10.0,4.0,115.0
36,Elche,36,20,21,28,66,-38,93.0,11.0,3.0,120.0
37,Barcelona,37,1,88,69,18,51,80.0,5.0,3.0,89.0
37,Real_Madrid,37,2,77,74,35,39,70.0,3.0,2.0,75.0
37,Atletico_Madrid,37,3,76,68,31,37,88.0,7.0,3.0,103.0
37,Real_Sociedad,37,4,68,49,34,15,90.0,2.0,0.0,96.0
37,Villarreal,37,5,63,57,38,19,88.0,3.0,2.0,93.0
37,Real_Betis,37,6,59,45,40,5,79.0,15.0,3.0,118.0
37,Osasuna,37,7,50,35,41,-6,92.0,7.0,1.0,111.0
